images,x,y,labels,species
L_07_05_16_DSC00414.JPG,5757.5,769.5,2,buffalo
L_07_05_16_DSC00414.JPG,5766,810,2,buffalo
L_07_05_16_DSC00414.JPG,5677.5,849,2,buffalo
L_07_05_16_DSC00414.JPG,5599,834.5,2,buffalo
L_07_05_16_DSC00414.JPG,5592.5,796.5,2,buffalo
L_07_05_16_DSC00414.JPG,5615.5,774.5,2,buffalo
L_07_05_16_DSC00414.JPG,5569,758.5,2,buffalo
L_07_05_16_DSC00414.JPG,5601,727.5,2,buffalo
L_07_05_16_DSC00414.JPG,5779.5,675.5,2,buffalo
L_07_05_16_DSC00414.JPG,5907.5,716.5,2,buffalo
L_07_05_16_DSC00414.JPG,5958,688,2,buffalo
L_07_05_16_DSC00414.JPG,5980.5,717,2,buffalo
L_07_05_16_DSC00414.JPG,5890,675.5,2,buffalo
L_07_05_16_DSC00414.JPG,5856.5,654,2,buffalo
L_07_05_16_DSC00414.JPG,5833,620.5,2,buffalo
L_07_05_16_DSC00414.JPG,5959,643,2,buffalo
L_07_05_16_DSC00414.JPG,5912,614.5,2,buffalo
L_07_05_16_DSC00414.JPG,5877.5,576,2,buffalo
L_07_05_16_DSC00414.JPG,5799.5,521.5,2,buffalo
L_07_05_16_DSC00414.JPG,5856,528.5,2,buffalo
L_07_05_16_DSC00414.JPG,5868,435,2,buffalo
L_07_05_16_DSC00414.JPG,5905.5,479,2,buffalo
L_07_05_16_DSC00414.JPG,5917,513,2,buffalo
L_07_05_16_DSC00414.JPG,5973,535,2,buffalo
L_07_05_16_DSC00414.JPG,5977,578.5,2,buffalo
L_07_05_16_DSC00414.JPG,5939.5,551.5,2,buffalo
L_07_05_16_DSC00414.JPG,5935,274,2,buffalo
L_07_05_16_DSC00414.JPG,5789,274,2,buffalo
L_07_05_16_DSC00414.JPG,5768.5,322.5,2,buffalo
L_07_05_16_DSC00414.JPG,5805,323,2,buffalo
L_07_05_16_DSC00414.JPG,5830.5,298,2,buffalo
L_07_05_16_DSC00415.JPG,5916,2709.5,2,buffalo
L_07_05_16_DSC00415.JPG,5566.5,2453,2,buffalo
L_07_05_16_DSC00415.JPG,5698.5,2343,2,buffalo
L_07_05_16_DSC00415.JPG,5801.5,2417,2,buffalo
L_07_05_16_DSC00415.JPG,5809,2465,2,buffalo
L_07_05_16_DSC00415.JPG,5771.5,2441,2,buffalo
L_07_05_16_DSC00415.JPG,5788.5,2502,2,buffalo
L_07_05_16_DSC00415.JPG,5866.5,2526,2,buffalo
L_07_05_16_DSC00415.JPG,5955.5,2456.5,2,buffalo
L_07_05_16_DSC00415.JPG,5959,2496,2,buffalo
L_07_05_16_DSC00415.JPG,5979.5,2373.5,2,buffalo
L_07_05_16_DSC00415.JPG,5976.5,1996,2,buffalo
L_07_05_16_DSC00415.JPG,5986,2213,2,buffalo
L_07_05_16_DSC00422.JPG,3770.5,769,4,elephant
L_07_05_16_DSC00423.JPG,3976.5,2607,4,elephant
L_07_05_16_DSC00440.JPG,4795,550,4,elephant
L_07_05_16_DSC00441.JPG,4780.5,2565.5,4,elephant
L_07_05_16_DSC00441.JPG,3061.5,985,2,buffalo
L_07_05_16_DSC00454.JPG,4501.5,288.5,4,elephant
L_07_05_16_DSC00454.JPG,4530,100.5,4,elephant
L_07_05_16_DSC00455.JPG,4935,1727.5,4,elephant
L_07_05_16_DSC00455.JPG,4915.5,1938.5,4,elephant
L_07_05_16_DSC00456.JPG,5170.5,3760.5,4,elephant
L_07_05_16_DSC00468.JPG,2304.5,2152.5,5,warthog
L_07_05_16_DSC00544.JPG,4233,1359.5,4,elephant
L_07_05_16_DSC00544.JPG,3905.5,1305,4,elephant
L_07_05_16_DSC00544.JPG,3905,1314.5,4,elephant
L_07_05_16_DSC00544.JPG,3737.5,1298.5,4,elephant
L_07_05_16_DSC00544.JPG,3733.5,1290.5,4,elephant
L_07_05_16_DSC00544.JPG,3724,1281,4,elephant
L_07_05_16_DSC00544.JPG,3759.5,1261.5,4,elephant
L_07_05_16_DSC00545.JPG,4464.5,2885,4,elephant
L_07_05_16_DSC00545.JPG,4144.5,2831,4,elephant
L_07_05_16_DSC00545.JPG,4147.5,2842.5,4,elephant
L_07_05_16_DSC00545.JPG,3983.5,2821.5,4,elephant
L_07_05_16_DSC00545.JPG,3975,2816,4,elephant
L_07_05_16_DSC00545.JPG,3969,2798.5,4,elephant
L_07_05_16_DSC00545.JPG,4002.5,2787,4,elephant
L_07_05_16_DSC00550.JPG,1311,1664.5,1,topi
L_07_05_16_DSC00550.JPG,3939,721,1,topi
L_07_05_16_DSC00551.JPG,1527,3573,1,topi
L_07_05_16_DSC00551.JPG,4143.5,2774,1,topi
L_07_05_16_DSC00551.JPG,1862,210,4,elephant
L_07_05_16_DSC00551.JPG,1774,281,4,elephant
L_07_05_16_DSC00551.JPG,1685,155,4,elephant
L_07_05_16_DSC00552.JPG,1955.5,2108.5,4,elephant
L_07_05_16_DSC00552.JPG,1858,2193,4,elephant
L_07_05_16_DSC00552.JPG,1769,2039,4,elephant
L_07_05_16_DSC00552.JPG,1863.5,1839.5,4,elephant
L_07_05_16_DSC00553.JPG,1902.5,3919.5,4,elephant
L_07_05_16_DSC00553.JPG,1712.5,3856,4,elephant
L_07_05_16_DSC00553.JPG,1810.5,3670.5,4,elephant
L_07_05_16_DSC00557.JPG,2856,1287.5,3,kob
L_07_05_16_DSC00558.JPG,2934,3276.5,3,kob
L_07_05_16_DSC00559.JPG,5449,1420,3,kob
L_07_05_16_DSC00560.JPG,4955,1385,3,kob
L_07_05_16_DSC00560.JPG,5743,3353,3,kob
L_07_05_16_DSC00561.JPG,4931.5,3232.5,3,kob
L_07_05_16_DSC00561.JPG,888.5,169.5,3,kob
L_07_05_16_DSC00562.JPG,1296.5,2585.5,3,kob
L_07_05_16_DSC00562.JPG,3467,61.5,1,topi
L_07_05_16_DSC00563.JPG,3856.5,1968,1,topi
L_07_05_16_DSC00563.JPG,3193.5,760,3,kob
L_07_05_16_DSC00563.JPG,1798,589.5,3,kob
L_07_05_16_DSC00563.JPG,2175.5,1106,4,elephant
L_07_05_16_DSC00563.JPG,2020,1131,4,elephant
L_07_05_16_DSC00564.JPG,2147.5,2950,4,elephant
L_07_05_16_DSC00564.JPG,1985,2977.5,4,elephant
L_07_05_16_DSC00564.JPG,1723.5,2437.5,3,kob
L_07_05_16_DSC00564.JPG,3154,2569,3,kob
L_07_05_16_DSC00564.JPG,1502,1215.5,3,kob
L_07_05_16_DSC00564.JPG,3836.5,3718,1,topi
L_07_05_16_DSC00565.JPG,5430.5,1868,3,kob
L_07_05_16_DSC00565.JPG,1870,3458,3,kob
L_07_05_16_DSC00572.JPG,4539,1156,3,kob
L_07_05_16_DSC00573.JPG,4494,1229.5,3,kob
L_07_05_16_DSC00573.JPG,4663.5,3395,3,kob
L_07_05_16_DSC00574.JPG,4796.5,3748.5,3,kob
L_07_05_16_DSC00574.JPG,2378,113.5,3,kob
L_07_05_16_DSC00575.JPG,2727.5,2086.5,3,kob
L_07_05_16_DSC00576.JPG,2863.5,1718.5,3,kob
L_07_05_16_DSC00576.JPG,1503.5,669.5,3,kob
L_07_05_16_DSC00577.JPG,1723,3234,3,kob
L_07_05_16_DSC00578.JPG,406,1067.5,3,kob
L_07_05_16_DSC00579.JPG,625.5,3058.5,3,kob
L_07_05_16_DSC00579.JPG,596.5,1748.5,3,kob
L_07_05_16_DSC00585.JPG,2884,729.5,3,kob
L_07_05_16_DSC00586.JPG,2939,2743,3,kob
L_07_05_16_DSC00601.JPG,1581,475.5,3,kob
L_07_05_16_DSC00601.JPG,2270.5,63,1,topi
L_07_05_16_DSC00601.JPG,3124,1079.5,1,topi
L_07_05_16_DSC00602.JPG,2468,2261,1,topi
L_07_05_16_DSC00602.JPG,3418.5,3324.5,1,topi
L_07_05_16_DSC00602.JPG,1762.5,2741,3,kob
L_07_05_16_DSC00603.JPG,577.5,313.5,2,buffalo
L_07_05_16_DSC00603.JPG,102.5,747,2,buffalo
L_07_05_16_DSC00603.JPG,267,945.5,2,buffalo
L_07_05_16_DSC00603.JPG,106,980.5,2,buffalo
L_07_05_16_DSC00604.JPG,1943,1634,2,buffalo
L_07_05_16_DSC00604.JPG,2083.5,1541.5,2,buffalo
L_07_05_16_DSC00604.JPG,2165.5,1816.5,2,buffalo
L_07_05_16_DSC00604.JPG,2074.5,1861,2,buffalo
L_07_05_16_DSC00604.JPG,2275.5,1897.5,2,buffalo
L_07_05_16_DSC00604.JPG,2153.5,1926.5,2,buffalo
L_07_05_16_DSC00604.JPG,888,2541,2,buffalo
L_07_05_16_DSC00604.JPG,259,2489,2,buffalo
L_07_05_16_DSC00604.JPG,639,3244.5,2,buffalo
L_07_05_16_DSC00604.JPG,424,3238.5,2,buffalo
L_07_05_16_DSC00604.JPG,413,3000,2,buffalo
L_07_05_16_DSC00604.JPG,308.5,2990.5,2,buffalo
L_07_05_16_DSC00604.JPG,244.5,3010.5,2,buffalo
L_07_05_16_DSC00604.JPG,210,3098.5,2,buffalo
L_07_05_16_DSC00604.JPG,106,2949.5,2,buffalo
L_07_05_16_DSC00604.JPG,32.5,1441,2,buffalo
L_07_05_16_DSC00604.JPG,107.5,3910,2,buffalo
L_07_05_16_DSC00605.JPG,159,2167,2,buffalo
L_07_05_16_DSC00605.JPG,32.5,3825.5,2,buffalo
L_07_05_16_DSC00612.JPG,3200,2261.5,3,kob
L_07_05_16_DSC00612.JPG,4127,71.5,3,kob
L_07_05_16_DSC00613.JPG,4591.5,2331.5,3,kob
L_07_05_16_DSC00618.JPG,3527,876.5,4,elephant
L_07_05_16_DSC00619.JPG,3832.5,3204,4,elephant
L_07_05_16_DSC00630.JPG,206.5,931.5,2,buffalo
L_07_05_16_DSC00630.JPG,98,1767,2,buffalo
L_07_05_16_DSC00630.JPG,37,1870.5,2,buffalo
L_07_05_16_DSC00630.JPG,52,2313,2,buffalo
L_07_05_16_DSC00631.JPG,1554.5,60,2,buffalo
L_07_05_16_DSC00631.JPG,1890,217,2,buffalo
L_07_05_16_DSC00631.JPG,1271,139.5,2,buffalo
L_07_05_16_DSC00631.JPG,1212.5,190.5,2,buffalo
L_07_05_16_DSC00631.JPG,1167.5,659.5,2,buffalo
L_07_05_16_DSC00631.JPG,957,576.5,2,buffalo
L_07_05_16_DSC00631.JPG,1088.5,996.5,2,buffalo
L_07_05_16_DSC00631.JPG,874.5,1002,2,buffalo
L_07_05_16_DSC00631.JPG,798.5,1085.5,2,buffalo
L_07_05_16_DSC00631.JPG,424,925.5,2,buffalo
L_07_05_16_DSC00631.JPG,290,808.5,2,buffalo
L_07_05_16_DSC00631.JPG,349,1118.5,2,buffalo
L_07_05_16_DSC00631.JPG,52,974,2,buffalo
L_07_05_16_DSC00631.JPG,18.5,1059.5,2,buffalo
L_07_05_16_DSC00631.JPG,103.5,1863.5,2,buffalo
L_07_05_16_DSC00631.JPG,58.5,1956.5,2,buffalo
L_07_05_16_DSC00631.JPG,328.5,2258,2,buffalo
L_07_05_16_DSC00631.JPG,552.5,2308,2,buffalo
L_07_05_16_DSC00631.JPG,90.5,3142.5,2,buffalo
L_07_05_16_DSC00631.JPG,23.5,3094,2,buffalo
L_07_05_16_DSC00631.JPG,598.5,3520,2,buffalo
L_07_05_16_DSC00631.JPG,309,3821.5,2,buffalo
L_07_05_16_DSC00631.JPG,27,3494,2,buffalo
L_07_05_16_DSC00632.JPG,590.5,2343.5,2,buffalo
L_07_05_16_DSC00632.JPG,546.5,2356.5,2,buffalo
L_07_05_16_DSC00632.JPG,451.5,2361,2,buffalo
L_07_05_16_DSC00632.JPG,28,2185.5,2,buffalo
L_07_05_16_DSC00632.JPG,21,2341.5,2,buffalo
L_07_05_16_DSC00632.JPG,1748,2407.5,2,buffalo
L_07_05_16_DSC00632.JPG,1809,2541.5,2,buffalo
L_07_05_16_DSC00632.JPG,2138.5,2760,2,buffalo
L_07_05_16_DSC00632.JPG,1517.5,2612.5,2,buffalo
L_07_05_16_DSC00632.JPG,1452.5,2666,2,buffalo
L_07_05_16_DSC00632.JPG,1393,3148.5,2,buffalo
L_07_05_16_DSC00632.JPG,1178,3061,2,buffalo
L_07_05_16_DSC00632.JPG,15,3094,2,buffalo
L_07_05_16_DSC00632.JPG,487.5,3230.5,2,buffalo
L_07_05_16_DSC00632.JPG,607.5,3353,2,buffalo
L_07_05_16_DSC00632.JPG,203.5,3377.5,2,buffalo
L_07_05_16_DSC00632.JPG,147,3472,2,buffalo
L_07_05_16_DSC00632.JPG,81,3568,2,buffalo
L_07_05_16_DSC00632.JPG,485.5,3569.5,2,buffalo
L_07_05_16_DSC00632.JPG,1279.5,3470,2,buffalo
L_07_05_16_DSC00632.JPG,1060,3461,2,buffalo
L_07_05_16_DSC00632.JPG,963.5,3520.5,2,buffalo
L_07_05_16_DSC00632.JPG,12.5,3740,2,buffalo
L_07_05_16_DSC00633.JPG,1359,1989.5,2,buffalo
L_07_05_16_DSC00633.JPG,1346,2107.5,2,buffalo
L_07_05_16_DSC00642.JPG,3008.5,1653.5,5,warthog
L_07_05_16_DSC00645.JPG,3407.5,1558,1,topi
L_07_05_16_DSC00645.JPG,3194.5,1033.5,1,topi
L_07_05_16_DSC00645.JPG,2393,900,1,topi
L_07_05_16_DSC00645.JPG,2274,1006.5,1,topi
L_07_05_16_DSC00645.JPG,2155,275,1,topi
L_07_05_16_DSC00645.JPG,2200.5,152.5,1,topi
L_07_05_16_DSC00645.JPG,3245,549,1,topi
L_07_05_16_DSC00645.JPG,3134.5,359.5,1,topi
L_07_05_16_DSC00645.JPG,3139,389,1,topi
L_07_05_16_DSC00646.JPG,3540.5,3865,1,topi
L_07_05_16_DSC00646.JPG,3356.5,3362.5,1,topi
L_07_05_16_DSC00646.JPG,2612,3376,1,topi
L_07_05_16_DSC00646.JPG,2446,3326.5,1,topi
L_07_05_16_DSC00646.JPG,3426.5,2898,1,topi
L_07_05_16_DSC00646.JPG,3314.5,2722,1,topi
L_07_05_16_DSC00646.JPG,3320,2754,1,topi
L_07_05_16_DSC00646.JPG,2342,2613.5,1,topi
L_07_05_16_DSC00646.JPG,2392.5,2482,1,topi
L_07_05_16_DSC00646.JPG,2928,1989,1,topi
L_07_05_16_DSC00646.JPG,2089,1996.5,1,topi
L_07_05_16_DSC00646.JPG,3181.5,1298,1,topi
L_07_05_16_DSC00646.JPG,2850,1097.5,1,topi
L_07_05_16_DSC00646.JPG,2400.5,1164,1,topi
L_07_05_16_DSC00646.JPG,3410,781,1,topi
L_07_05_16_DSC00646.JPG,3789,687.5,1,topi
L_07_05_16_DSC00646.JPG,3831.5,646.5,1,topi
L_07_05_16_DSC00646.JPG,4366,472.5,1,topi
L_07_05_16_DSC00646.JPG,4077.5,434.5,1,topi
L_07_05_16_DSC00646.JPG,4088.5,339.5,1,topi
L_07_05_16_DSC00646.JPG,3934,480,1,topi
L_07_05_16_DSC00646.JPG,3939,422.5,1,topi
L_07_05_16_DSC00646.JPG,3400.5,579,1,topi
L_07_05_16_DSC00646.JPG,3494.5,458.5,1,topi
L_07_05_16_DSC00646.JPG,3486.5,491.5,1,topi
L_07_05_16_DSC00646.JPG,3395.5,454,1,topi
L_07_05_16_DSC00646.JPG,3306,381,1,topi
L_07_05_16_DSC00646.JPG,3937.5,165.5,1,topi
L_07_05_16_DSC00646.JPG,3916.5,131,1,topi
L_07_05_16_DSC00646.JPG,2726.5,86.5,1,topi
L_07_05_16_DSC00646.JPG,2496,352,1,topi
L_07_05_16_DSC00646.JPG,1020.5,186,1,topi
L_07_05_16_DSC00646.JPG,748,489.5,1,topi
L_07_05_16_DSC00647.JPG,3408,3757,1,topi
L_07_05_16_DSC00647.JPG,3167.5,3612.5,1,topi
L_07_05_16_DSC00647.JPG,2779.5,3689,1,topi
L_07_05_16_DSC00647.JPG,3590.5,3230,1,topi
L_07_05_16_DSC00647.JPG,3945.5,3109,1,topi
L_07_05_16_DSC00647.JPG,3992,3078.5,1,topi
L_07_05_16_DSC00647.JPG,3579.5,3042.5,1,topi
L_07_05_16_DSC00647.JPG,3666,2926,1,topi
L_07_05_16_DSC00647.JPG,3660,2944.5,1,topi
L_07_05_16_DSC00647.JPG,3573,2916,1,topi
L_07_05_16_DSC00647.JPG,3479,2853.5,1,topi
L_07_05_16_DSC00647.JPG,4083,2901,1,topi
L_07_05_16_DSC00647.JPG,4089,2848,1,topi
L_07_05_16_DSC00647.JPG,4223.5,2856,1,topi
L_07_05_16_DSC00647.JPG,4238,2767.5,1,topi
L_07_05_16_DSC00647.JPG,4504,2874.5,1,topi
L_07_05_16_DSC00647.JPG,4098,2608.5,1,topi
L_07_05_16_DSC00647.JPG,4058,2579.5,1,topi
L_07_05_16_DSC00647.JPG,3182.5,2343,1,topi
L_07_05_16_DSC00647.JPG,3158.5,2341,1,topi
L_07_05_16_DSC00647.JPG,3371,2215.5,1,topi
L_07_05_16_DSC00647.JPG,3429,2166.5,1,topi
L_07_05_16_DSC00647.JPG,4722.5,2365.5,1,topi
L_07_05_16_DSC00647.JPG,4693.5,2341.5,1,topi
L_07_05_16_DSC00647.JPG,4686,2288,1,topi
L_07_05_16_DSC00647.JPG,4742,2285.5,1,topi
L_07_05_16_DSC00647.JPG,4861,2199.5,1,topi
L_07_05_16_DSC00647.JPG,4857.5,2230,1,topi
L_07_05_16_DSC00647.JPG,5469,2322.5,1,topi
L_07_05_16_DSC00647.JPG,5548.5,2245,1,topi
L_07_05_16_DSC00647.JPG,5661,1924,1,topi
L_07_05_16_DSC00647.JPG,5554.5,1992,1,topi
L_07_05_16_DSC00647.JPG,5044,1943,1,topi
L_07_05_16_DSC00647.JPG,4928,1937.5,1,topi
L_07_05_16_DSC00647.JPG,4070.5,1743,1,topi
L_07_05_16_DSC00647.JPG,4161,1373.5,1,topi
L_07_05_16_DSC00647.JPG,2901,2606,1,topi
L_07_05_16_DSC00647.JPG,2685.5,2865,1,topi
L_07_05_16_DSC00647.JPG,1205.5,2779,1,topi
L_07_05_16_DSC00647.JPG,949.5,3089,1,topi
L_07_05_16_DSC00647.JPG,4187,842,1,topi
L_07_05_16_DSC00647.JPG,4107.5,772.5,1,topi
L_07_05_16_DSC00648.JPG,4567.5,3764.5,1,topi
L_07_05_16_DSC00648.JPG,4608,3228,1,topi
L_07_05_16_DSC00648.JPG,4525.5,3175,1,topi
L_07_05_16_DSC00648.JPG,4835.5,2183.5,1,topi
L_07_05_16_DSC00648.JPG,4804.5,2263,1,topi
L_07_05_16_DSC00648.JPG,4459.5,2110,1,topi
L_07_05_16_DSC00648.JPG,4940,1883.5,1,topi
L_07_05_16_DSC00648.JPG,4732,1914.5,1,topi
L_07_05_16_DSC00648.JPG,4680.5,1945,1,topi
L_07_05_16_DSC00648.JPG,4660,2038,1,topi
L_07_05_16_DSC00648.JPG,5332.5,1560,1,topi
L_07_05_16_DSC00648.JPG,5298.5,1527,1,topi
L_07_05_16_DSC00648.JPG,4787,1355.5,1,topi
L_07_05_16_DSC00648.JPG,5407.5,1324.5,1,topi
L_07_05_16_DSC00648.JPG,5334,1264.5,1,topi
L_07_05_16_DSC00648.JPG,2132,165.5,2,buffalo
L_07_05_16_DSC00648.JPG,1745.5,841.5,2,buffalo
L_07_05_16_DSC00648.JPG,1177.5,1055.5,2,buffalo
L_07_05_16_DSC00648.JPG,981.5,1494.5,2,buffalo
L_07_05_16_DSC00649.JPG,2087.5,2188.5,2,buffalo
L_07_05_16_DSC00649.JPG,1569.5,2578,2,buffalo
L_07_05_16_DSC00649.JPG,2853,2931.5,2,buffalo
L_07_05_16_DSC00649.JPG,2372.5,3715,2,buffalo
L_07_05_16_DSC00649.JPG,1810,3887,2,buffalo
L_07_05_16_DSC00653.JPG,322,1292,1,topi
L_07_05_16_DSC00654.JPG,3263,457,1,topi
L_07_05_16_DSC00654.JPG,1299.5,2775,1,topi
L_07_05_16_DSC00655.JPG,4937,2904,1,topi
L_07_05_16_DSC00693.JPG,1549.5,1040.5,1,topi
L_07_05_16_DSC00693.JPG,792.5,1295,1,topi
L_07_05_16_DSC00693.JPG,770,768.5,1,topi
L_07_05_16_DSC00693.JPG,1040,711,1,topi
L_07_05_16_DSC00693.JPG,977.5,620,1,topi
L_07_05_16_DSC00693.JPG,873.5,1697,1,topi
L_07_05_16_DSC00693.JPG,39.5,1268,1,topi
L_07_05_16_DSC00693.JPG,127.5,1121,1,topi
L_07_05_16_DSC00693.JPG,74,1106.5,1,topi
L_07_05_16_DSC00693.JPG,65.5,953,1,topi
L_07_05_16_DSC00693.JPG,469.5,240,1,topi
L_07_05_16_DSC00693.JPG,548.5,63,1,topi
L_07_05_16_DSC00693.JPG,1296.5,198.5,1,topi
L_07_05_16_DSC00693.JPG,2258.5,429.5,1,topi
L_07_05_16_DSC00693.JPG,2338,268,1,topi
L_07_05_16_DSC00693.JPG,2507.5,175.5,1,topi
L_07_05_16_DSC00693.JPG,2208.5,130,1,topi
L_07_05_16_DSC00694.JPG,1004.5,3722,1,topi
L_07_05_16_DSC00694.JPG,1661,3069.5,1,topi
L_07_05_16_DSC00694.JPG,915.5,3315.5,1,topi
L_07_05_16_DSC00694.JPG,170,3294.5,1,topi
L_07_05_16_DSC00694.JPG,259,3145.5,1,topi
L_07_05_16_DSC00694.JPG,199.5,3145,1,topi
L_07_05_16_DSC00694.JPG,25.5,3245.5,1,topi
L_07_05_16_DSC00694.JPG,197.5,2976.5,1,topi
L_07_05_16_DSC00694.JPG,26,3046,1,topi
L_07_05_16_DSC00694.JPG,16.5,2912,1,topi
L_07_05_16_DSC00694.JPG,887,2788,1,topi
L_07_05_16_DSC00694.JPG,1137.5,2726.5,1,topi
L_07_05_16_DSC00694.JPG,1095,2637,1,topi
L_07_05_16_DSC00694.JPG,1396.5,2223.5,1,topi
L_07_05_16_DSC00694.JPG,662.5,2057.5,1,topi
L_07_05_16_DSC00694.JPG,605.5,2112.5,1,topi
L_07_05_16_DSC00694.JPG,1807.5,1881,1,topi
L_07_05_16_DSC00694.JPG,1710.5,1864,1,topi
L_07_05_16_DSC00694.JPG,1891,1716,1,topi
L_07_05_16_DSC00694.JPG,1624.5,1627,1,topi
L_07_05_16_DSC00694.JPG,1541.5,1486.5,1,topi
L_07_05_16_DSC00694.JPG,1924,1151.5,1,topi
L_07_05_16_DSC00694.JPG,1501,1281,1,topi
L_07_05_16_DSC00694.JPG,1460.5,1116.5,1,topi
L_07_05_16_DSC00694.JPG,1277.5,759,1,topi
L_07_05_16_DSC00694.JPG,1257,742,1,topi
L_07_05_16_DSC00694.JPG,2750.5,175.5,1,topi
L_07_05_16_DSC00694.JPG,859.5,1471,1,topi
L_07_05_16_DSC00694.JPG,61,1582.5,1,topi
L_07_05_16_DSC00694.JPG,31,1548,1,topi
L_07_05_16_DSC00694.JPG,225,1108.5,1,topi
L_07_05_16_DSC00694.JPG,584.5,41,1,topi
L_07_05_16_DSC00695.JPG,90,3690,1,topi
L_07_05_16_DSC00695.JPG,57.5,3633.5,1,topi
L_07_05_16_DSC00695.JPG,298,3170.5,1,topi
L_07_05_16_DSC00695.JPG,922.5,3574,1,topi
L_07_05_16_DSC00695.JPG,1391.5,3614,1,topi
